protocol,flow_duration,total_forward_packets,total_backward_packets,total_forward_packets_length,total_backward_packets_length,forward_packet_length_mean,backward_packet_length_mean,forward_packets_per_second,backward_packets_per_second,forward_iat_mean,backward_iat_mean,flow_iat_mean,flow_packets_per_seconds,flow_bytes_per_seconds,label
17,30551,200,0,88000.0,0.0,440.0,0.0,6546.430558737849,0.0,153.52261306532654,0.0,153.52261306532654,6546.430558737849,2880429.445844653,DrDoS_DNS
17,1,2,0,198.0,0.0,99.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,198000000.0,DrDoS_DNS
17,19228,200,0,88000.0,0.0,440.0,0.0,10401.49781568546,0.0,96.62311557788946,0.0,96.62311557788946,10401.49781568546,4576659.038901602,DrDoS_DNS
17,31427,200,0,88000.0,0.0,440.0,0.0,6363.954561364432,0.0,157.9246231155779,0.0,157.9246231155779,6363.954561364432,2800140.0070003504,DrDoS_DNS
17,2,2,0,2376.0,0.0,1188.0,0.0,1000000.0,0.0,2.0,0.0,2.0,1000000.0,1188000000.0,DrDoS_DNS
17,25573,200,0,88000.0,0.0,440.0,0.0,7820.748445626247,0.0,128.50753768844208,0.0,128.50753768844208,7820.748445626247,3441129.316075548,DrDoS_DNS
17,48,2,0,778.0,0.0,389.0,0.0,41666.66666666666,0.0,48.0,0.0,48.0,41666.66666666666,16208333.333333332,DrDoS_DNS
17,13,2,0,374.0,0.0,187.0,0.0,153846.15384615384,0.0,13.0,0.0,13.0,153846.15384615384,28769230.76923077,DrDoS_DNS
17,41,2,0,70.0,0.0,35.0,0.0,48780.487804878045,0.0,41.0,0.0,41.0,48780.487804878045,1707317.0731707318,DrDoS_DNS
17,1680788,4,0,5856.0,0.0,1464.0,0.0,2.379836124484469,0.0,560262.6666666667,0.0,560262.6666666667,2.3798361244844686,3484.080086245261,DrDoS_DNS
17,21183,194,0,84928.0,0.0,437.7731958762887,0.0,9158.287305858472,0.0,109.75647668393782,0.0,109.75647668393782,9158.287305858472,4009252.7026389083,DrDoS_DNS
17,142833,200,0,88000.0,0.0,440.0,0.0,1400.2366399921589,0.0,717.7537688442208,0.0,717.7537688442208,1400.2366399921589,616104.1215965499,DrDoS_DNS
17,1083,6,0,8832.0,0.0,1472.0,0.0,5540.16620498615,0.0,216.6,0.0,216.6,5540.16620498615,8155124.653739613,DrDoS_DNS
17,2059,8,0,11776.0,0.0,1472.0,0.0,3885.381253035454,0.0,294.14285714285717,0.0,294.14285714285717,3885.381253035454,5719281.204468188,DrDoS_DNS
17,7,2,0,850.0,0.0,425.0,0.0,285714.2857142857,0.0,7.0,0.0,7.0,285714.2857142857,121428571.42857143,DrDoS_DNS
17,18805,200,0,88000.0,0.0,440.0,0.0,10635.469290082425,0.0,94.4974874371859,0.0,94.4974874371859,10635.469290082425,4679606.487636267,DrDoS_DNS
17,80314,200,0,88000.0,0.0,440.0,0.0,2490.225863485818,0.0,403.5879396984925,0.0,403.5879396984925,2490.225863485818,1095699.37993376,DrDoS_DNS
17,43,2,0,2038.0,0.0,1019.0,0.0,46511.62790697674,0.0,43.0,0.0,43.0,46511.62790697674,47395348.8372093,DrDoS_DNS
17,17,2,0,1382.0,0.0,691.0,0.0,117647.0588235294,0.0,17.0,0.0,17.0,117647.0588235294,81294117.64705883,DrDoS_DNS
17,229,2,0,1796.0,0.0,898.0,0.0,8733.624454148472,0.0,229.0,0.0,229.0,8733.624454148472,7842794.759825327,DrDoS_DNS
17,36,2,0,592.0,0.0,296.0,0.0,55555.555555555555,0.0,36.0,0.0,36.0,55555.555555555555,16444444.444444446,DrDoS_DNS
17,244,2,0,1012.0,0.0,506.0,0.0,8196.721311475409,0.0,244.0,0.0,244.0,8196.721311475409,4147540.983606557,DrDoS_DNS
17,54,2,0,1046.0,0.0,523.0,0.0,37037.03703703704,0.0,54.0,0.0,54.0,37037.03703703704,19370370.37037037,DrDoS_DNS
17,241,2,0,2784.0,0.0,1392.0,0.0,8298.755186721992,0.0,241.0,0.0,241.0,8298.755186721992,11551867.219917012,DrDoS_DNS
17,46,2,0,862.0,0.0,431.0,0.0,43478.260869565216,0.0,46.0,0.0,46.0,43478.260869565216,18739130.43478261,DrDoS_DNS
17,27604,170,0,74800.0,0.0,440.0,0.0,6158.527749601508,0.0,163.33727810650876,0.0,163.33727810650876,6158.527749601508,2709752.209824663,DrDoS_DNS
17,3,2,0,902.0,0.0,451.0,0.0,666666.6666666665,0.0,3.0,0.0,3.0,666666.6666666665,300666666.6666667,DrDoS_DNS
17,31905,200,0,88000.0,0.0,440.0,0.0,6268.609935746746,0.0,160.32663316582918,0.0,160.32663316582918,6268.6099357467465,2758188.3717285693,DrDoS_DNS
17,16989207,400,0,176000.0,0.0,440.0,0.0,23.544359663167327,0.0,42579.466165413556,0.0,42579.466165413556,23.544359663167327,10359.518251793625,DrDoS_DNS
17,41,2,0,618.0,0.0,309.0,0.0,48780.487804878045,0.0,41.0,0.0,41.0,48780.487804878045,15073170.731707318,DrDoS_DNS
17,274558,200,0,88000.0,0.0,440.0,0.0,728.4435346994078,0.0,1379.6884422110575,0.0,1379.6884422110575,728.4435346994078,320515.15526773944,DrDoS_DNS
17,260,2,0,2896.0,0.0,1448.0,0.0,7692.307692307693,0.0,260.0,0.0,260.0,7692.307692307693,11138461.53846154,DrDoS_DNS
17,36852,200,0,88000.0,0.0,440.0,0.0,5427.1138608488,0.0,185.18592964824123,0.0,185.18592964824123,5427.1138608488,2387930.098773472,DrDoS_DNS
17,24052,158,0,69232.0,0.0,438.17721518987344,0.0,6569.100282720771,0.0,153.19745222929942,0.0,153.19745222929942,6569.100282720771,2878430.0681855977,DrDoS_DNS
17,69430,2,2,66.0,194.0,33.0,97.0,28.80599164626242,28.80599164626242,3.0,2.0,23143.333333333336,57.61198329252484,3744.778914014114,BENIGN
17,19110,200,0,88000.0,0.0,440.0,0.0,10465.724751439038,0.0,96.03015075376885,0.0,96.03015075376885,10465.724751439038,4604918.890633177,DrDoS_DNS
17,1183,4,0,740.0,0.0,185.0,0.0,3381.23415046492,0.0,394.33333333333337,0.0,394.33333333333337,3381.23415046492,625528.3178360101,DrDoS_DNS
17,25868,4,0,5888.0,0.0,1472.0,0.0,154.63120457708362,0.0,8622.666666666668,0.0,8622.666666666668,154.63120457708362,227617.13313746714,DrDoS_DNS
17,6,2,0,2704.0,0.0,1352.0,0.0,333333.33333333326,0.0,6.0,0.0,6.0,333333.33333333326,450666666.6666666,DrDoS_DNS
17,269363,200,0,88000.0,0.0,440.0,0.0,742.4924729825551,0.0,1353.5829145728658,0.0,1353.5829145728658,742.4924729825551,326696.6881123242,DrDoS_DNS
17,47,2,0,2412.0,0.0,1206.0,0.0,42553.191489361714,0.0,47.0,0.0,47.0,42553.191489361714,51319148.93617021,DrDoS_DNS
17,46,2,0,666.0,0.0,333.0,0.0,43478.260869565216,0.0,46.0,0.0,46.0,43478.260869565216,14478260.869565215,DrDoS_DNS
17,34780,200,0,88000.0,0.0,440.0,0.0,5750.431282346176,0.0,174.7738693467337,0.0,174.7738693467337,5750.431282346176,2530189.764232317,DrDoS_DNS
17,49,2,0,1076.0,0.0,538.0,0.0,40816.32653061225,0.0,49.0,0.0,49.0,40816.32653061225,21959183.673469387,DrDoS_DNS
17,3,2,0,2318.0,0.0,1159.0,0.0,666666.6666666665,0.0,3.0,0.0,3.0,666666.6666666665,772666666.6666666,DrDoS_DNS
17,49,2,0,2016.0,0.0,1008.0,0.0,40816.32653061225,0.0,49.0,0.0,49.0,40816.32653061225,41142857.14285714,DrDoS_DNS
17,1745,4,0,5856.0,0.0,1464.0,0.0,2292.2636103151863,0.0,581.6666666666667,0.0,581.6666666666667,2292.2636103151863,3355873.9255014323,DrDoS_DNS
17,120,2,0,2652.0,0.0,1326.0,0.0,16666.666666666668,0.0,120.0,0.0,120.0,16666.666666666668,22100000.0,DrDoS_DNS
17,1,2,0,512.0,0.0,256.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,512000000.0,DrDoS_DNS
17,225,2,0,512.0,0.0,256.0,0.0,8888.888888888889,0.0,225.0,0.0,225.0,8888.888888888889,2275555.5555555555,DrDoS_DNS
17,19382,200,0,88000.0,0.0,440.0,0.0,10318.852543597151,0.0,97.39698492462317,0.0,97.39698492462317,10318.852543597151,4540295.119182747,DrDoS_DNS
17,45,2,0,1116.0,0.0,558.0,0.0,44444.444444444445,0.0,45.0,0.0,45.0,44444.444444444445,24800000.0,DrDoS_DNS
17,47,2,0,724.0,0.0,362.0,0.0,42553.191489361714,0.0,47.0,0.0,47.0,42553.191489361714,15404255.319148935,DrDoS_DNS
17,99685,194,0,84928.0,0.0,437.7731958762887,0.0,1946.1303104780054,0.0,516.5025906735748,0.0,516.5025906735748,1946.1303104780054,851963.6856096705,DrDoS_DNS
17,26351,150,0,65424.0,0.0,436.16,0.0,5692.38359075557,0.0,176.85234899328862,0.0,176.85234899328862,5692.38359075557,2482790.026943949,DrDoS_DNS
17,249,2,0,2848.0,0.0,1424.0,0.0,8032.128514056226,0.0,249.0,0.0,249.0,8032.128514056226,11437751.004016064,DrDoS_DNS
17,47,2,0,62.0,0.0,31.0,0.0,42553.191489361714,0.0,47.0,0.0,47.0,42553.191489361714,1319148.936170213,DrDoS_DNS
17,41,2,0,1694.0,0.0,847.0,0.0,48780.487804878045,0.0,41.0,0.0,41.0,48780.487804878045,41317073.17073171,DrDoS_DNS
17,27761,200,0,88000.0,0.0,440.0,0.0,7204.351428262671,0.0,139.5025125628141,0.0,139.5025125628141,7204.351428262671,3169914.628435575,DrDoS_DNS
17,50,2,0,2656.0,0.0,1328.0,0.0,40000.0,0.0,50.0,0.0,50.0,40000.0,53120000.0,DrDoS_DNS
17,6,2,0,1490.0,0.0,745.0,0.0,333333.33333333326,0.0,6.0,0.0,6.0,333333.33333333326,248333333.3333333,DrDoS_DNS
17,8228,6,0,8832.0,0.0,1472.0,0.0,729.2173067574138,0.0,1645.6,0.0,1645.6,729.2173067574138,1073407.8755469131,DrDoS_DNS
17,10,2,0,2400.0,0.0,1200.0,0.0,200000.0,0.0,10.0,0.0,10.0,200000.0,240000000.0,DrDoS_DNS
17,49,2,0,2878.0,0.0,1439.0,0.0,40816.32653061225,0.0,49.0,0.0,49.0,40816.32653061225,58734693.87755102,DrDoS_DNS
17,1,2,0,2456.0,0.0,1228.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,2456000000.0,DrDoS_DNS
17,2,2,0,2488.0,0.0,1244.0,0.0,1000000.0,0.0,2.0,0.0,2.0,1000000.0,1244000000.0,DrDoS_DNS
17,1,2,0,2672.0,0.0,1336.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,2672000000.0,DrDoS_DNS
17,222,2,0,544.0,0.0,272.0,0.0,9009.009009009007,0.0,222.0,0.0,222.0,9009.009009009007,2450450.45045045,DrDoS_DNS
17,35842,200,0,88000.0,0.0,440.0,0.0,5580.045756375202,0.0,180.11055276381904,0.0,180.11055276381904,5580.045756375202,2455220.132805089,DrDoS_DNS
17,7,2,0,498.0,0.0,249.0,0.0,285714.2857142857,0.0,7.0,0.0,7.0,285714.2857142857,71142857.14285715,DrDoS_DNS
17,233,2,0,2688.0,0.0,1344.0,0.0,8583.690987124464,0.0,233.0,0.0,233.0,8583.690987124464,11536480.68669528,DrDoS_DNS
17,29532,170,0,74800.0,0.0,440.0,0.0,5756.4675606122155,0.0,174.74556213017757,0.0,174.74556213017757,5756.467560612216,2532845.726669376,DrDoS_DNS
17,30400,200,0,88000.0,0.0,440.0,0.0,6578.947368421053,0.0,152.76381909547734,0.0,152.76381909547734,6578.947368421053,2894736.842105264,DrDoS_DNS
17,45,2,0,1468.0,0.0,734.0,0.0,44444.444444444445,0.0,45.0,0.0,45.0,44444.444444444445,32622222.22222222,DrDoS_DNS
17,224,2,0,948.0,0.0,474.0,0.0,8928.57142857143,0.0,224.0,0.0,224.0,8928.57142857143,4232142.857142857,DrDoS_DNS
17,1,2,0,570.0,0.0,285.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,570000000.0,DrDoS_DNS
17,500,4,0,5888.0,0.0,1472.0,0.0,8000.0,0.0,166.66666666666669,0.0,166.66666666666669,8000.0,11776000.0,DrDoS_DNS
17,31400,178,0,77888.0,0.0,437.5730337078652,0.0,5668.789808917199,0.0,177.40112994350295,0.0,177.40112994350295,5668.789808917199,2480509.554140128,DrDoS_DNS
17,30366,200,0,88000.0,0.0,440.0,0.0,6586.313640255549,0.0,152.5929648241206,0.0,152.5929648241206,6586.313640255549,2897978.0017124414,DrDoS_DNS
17,61745,200,0,88000.0,0.0,440.0,0.0,3239.12867438659,0.0,310.27638190954764,0.0,310.27638190954764,3239.12867438659,1425216.6167300998,DrDoS_DNS
17,594,4,0,4120.0,0.0,1030.0,0.0,6734.0067340067335,0.0,198.0,0.0,198.0,6734.0067340067335,6936026.936026935,DrDoS_DNS
17,44,2,0,1408.0,0.0,704.0,0.0,45454.545454545456,0.0,44.0,0.0,44.0,45454.545454545456,32000000.0,DrDoS_DNS
17,11,2,0,176.0,0.0,88.0,0.0,181818.18181818182,0.0,11.0,0.0,11.0,181818.18181818182,16000000.0,DrDoS_DNS
17,53,2,0,414.0,0.0,207.0,0.0,37735.84905660377,0.0,53.0,0.0,53.0,37735.84905660377,7811320.754716981,DrDoS_DNS
17,123,2,0,2896.0,0.0,1448.0,0.0,16260.162601626012,0.0,123.0,0.0,123.0,16260.162601626012,23544715.44715447,DrDoS_DNS
17,48,2,0,2640.0,0.0,1320.0,0.0,41666.66666666666,0.0,48.0,0.0,48.0,41666.66666666666,55000000.0,DrDoS_DNS
17,49,2,0,1354.0,0.0,677.0,0.0,40816.32653061225,0.0,49.0,0.0,49.0,40816.32653061225,27632653.06122449,DrDoS_DNS
17,132,2,0,1370.0,0.0,685.0,0.0,15151.515151515148,0.0,132.0,0.0,132.0,15151.515151515148,10378787.87878788,DrDoS_DNS
17,28841,200,0,88000.0,0.0,440.0,0.0,6934.5723102527645,0.0,144.929648241206,0.0,144.929648241206,6934.5723102527645,3051211.816511217,DrDoS_DNS
17,307,4,0,5888.0,0.0,1472.0,0.0,13029.31596091205,0.0,102.33333333333334,0.0,102.33333333333334,13029.31596091205,19179153.094462544,DrDoS_DNS
17,344,4,0,1320.0,0.0,330.0,0.0,11627.906976744185,0.0,114.66666666666666,0.0,114.66666666666666,11627.906976744185,3837209.302325581,DrDoS_DNS
17,4,2,0,776.0,0.0,388.0,0.0,500000.0,0.0,4.0,0.0,4.0,500000.0,194000000.0,DrDoS_DNS
17,48,2,0,208.0,0.0,104.0,0.0,41666.66666666666,0.0,48.0,0.0,48.0,41666.66666666666,4333333.333333333,DrDoS_DNS
17,70827,200,0,88000.0,0.0,440.0,0.0,2823.7818910867322,0.0,355.91457286432166,0.0,355.91457286432166,2823.7818910867322,1242464.0320781623,DrDoS_DNS
17,20554,200,0,88000.0,0.0,440.0,0.0,9730.46608932568,0.0,103.28643216080401,0.0,103.28643216080401,9730.46608932568,4281405.079303299,DrDoS_DNS
17,15,2,0,736.0,0.0,368.0,0.0,133333.33333333337,0.0,15.0,0.0,15.0,133333.33333333337,49066666.66666666,DrDoS_DNS
17,71,2,0,70.0,0.0,35.0,0.0,28169.014084507042,0.0,71.0,0.0,71.0,28169.014084507042,985915.4929577464,DrDoS_DNS
17,15,2,0,2342.0,0.0,1171.0,0.0,133333.33333333337,0.0,15.0,0.0,15.0,133333.33333333337,156133333.33333334,DrDoS_DNS
17,51,2,0,48.0,0.0,24.0,0.0,39215.68627450981,0.0,51.0,0.0,51.0,39215.68627450981,941176.4705882352,DrDoS_DNS
17,54,2,0,936.0,0.0,468.0,0.0,37037.03703703704,0.0,54.0,0.0,54.0,37037.03703703704,17333333.333333336,DrDoS_DNS
17,3,2,0,2136.0,0.0,1068.0,0.0,666666.6666666665,0.0,3.0,0.0,3.0,666666.6666666665,712000000.0,DrDoS_DNS
17,215,2,0,2480.0,0.0,1240.0,0.0,9302.325581395351,0.0,215.0,0.0,215.0,9302.325581395351,11534883.720930235,DrDoS_DNS
17,208,2,0,2494.0,0.0,1247.0,0.0,9615.384615384615,0.0,208.0,0.0,208.0,9615.384615384615,11990384.615384614,DrDoS_DNS
17,49,2,0,1124.0,0.0,562.0,0.0,40816.32653061225,0.0,49.0,0.0,49.0,40816.32653061225,22938775.510204084,DrDoS_DNS
17,302,2,0,2944.0,0.0,1472.0,0.0,6622.516556291392,0.0,302.0,0.0,302.0,6622.516556291391,9748344.370860927,DrDoS_DNS
17,46,2,0,2632.0,0.0,1316.0,0.0,43478.260869565216,0.0,46.0,0.0,46.0,43478.260869565216,57217391.30434783,DrDoS_DNS
17,18320,200,0,88000.0,0.0,440.0,0.0,10917.030567685591,0.0,92.06030150753776,0.0,92.06030150753776,10917.030567685591,4803493.44978166,DrDoS_DNS
17,7,2,0,84.0,0.0,42.0,0.0,285714.2857142857,0.0,7.0,0.0,7.0,285714.2857142857,12000000.0,DrDoS_DNS
17,3,2,0,1556.0,0.0,778.0,0.0,666666.6666666665,0.0,3.0,0.0,3.0,666666.6666666665,518666666.6666666,DrDoS_DNS
17,51,2,0,1506.0,0.0,753.0,0.0,39215.68627450981,0.0,51.0,0.0,51.0,39215.68627450981,29529411.76470588,DrDoS_DNS
17,1,2,0,1262.0,0.0,631.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,1262000000.0,DrDoS_DNS
17,297984,200,0,88000.0,0.0,440.0,0.0,671.176975945017,0.0,1497.40703517588,0.0,1497.40703517588,671.176975945017,295317.86941580754,DrDoS_DNS
17,29729,174,0,76272.0,0.0,438.3448275862069,0.0,5852.870934104746,0.0,171.84393063583806,0.0,171.84393063583806,5852.870934104746,2565575.700494467,DrDoS_DNS
17,227793,200,0,88000.0,0.0,440.0,0.0,877.9901050515161,0.0,1144.6884422110554,0.0,1144.6884422110554,877.9901050515161,386315.6462226671,DrDoS_DNS
17,254,2,0,2848.0,0.0,1424.0,0.0,7874.0157480314965,0.0,254.0,0.0,254.0,7874.0157480314965,11212598.42519685,DrDoS_DNS
17,47,2,0,2648.0,0.0,1324.0,0.0,42553.191489361714,0.0,47.0,0.0,47.0,42553.191489361714,56340425.53191489,DrDoS_DNS
17,280163,150,0,65424.0,0.0,436.16,0.0,535.4026049121403,0.0,1880.288590604028,0.0,1880.288590604028,535.4026049121403,233521.20015847922,DrDoS_DNS
17,3,2,0,2468.0,0.0,1234.0,0.0,666666.6666666665,0.0,3.0,0.0,3.0,666666.6666666665,822666666.6666666,DrDoS_DNS
17,564,6,0,8832.0,0.0,1472.0,0.0,10638.297872340423,0.0,112.8,0.0,112.8,10638.297872340423,15659574.468085105,DrDoS_DNS
17,9,2,0,1070.0,0.0,535.0,0.0,222222.22222222228,0.0,9.0,0.0,9.0,222222.22222222228,118888888.88888888,DrDoS_DNS
17,48,2,0,2790.0,0.0,1395.0,0.0,41666.66666666666,0.0,48.0,0.0,48.0,41666.66666666666,58125000.0,DrDoS_DNS
17,45,2,0,520.0,0.0,260.0,0.0,44444.444444444445,0.0,45.0,0.0,45.0,44444.444444444445,11555555.555555554,DrDoS_DNS
17,231,2,0,2848.0,0.0,1424.0,0.0,8658.008658008657,0.0,231.0,0.0,231.0,8658.008658008657,12329004.329004327,DrDoS_DNS
17,1472,10,0,4400.0,0.0,440.0,0.0,6793.478260869565,0.0,163.55555555555554,0.0,163.55555555555554,6793.478260869565,2989130.434782609,DrDoS_DNS
17,7,2,0,2896.0,0.0,1448.0,0.0,285714.2857142857,0.0,7.0,0.0,7.0,285714.2857142857,413714285.7142857,DrDoS_DNS
17,49,2,0,1240.0,0.0,620.0,0.0,40816.32653061225,0.0,49.0,0.0,49.0,40816.32653061225,25306122.448979594,DrDoS_DNS
17,9,2,0,542.0,0.0,271.0,0.0,222222.22222222228,0.0,9.0,0.0,9.0,222222.22222222228,60222222.22222222,DrDoS_DNS
17,59589,200,0,88000.0,0.0,440.0,0.0,3356.3241537867725,0.0,299.4422110552764,0.0,299.4422110552764,3356.3241537867725,1476782.62766618,DrDoS_DNS
17,48,2,0,2412.0,0.0,1206.0,0.0,41666.66666666666,0.0,48.0,0.0,48.0,41666.66666666666,50250000.0,DrDoS_DNS
17,72627,2,2,62.0,118.0,31.0,59.0,27.53796797334325,27.53796797334325,2.0,3.0,24209.0,55.0759359466865,2478.417117600892,BENIGN
17,32795,158,0,69232.0,0.0,438.17721518987344,0.0,4817.807592620827,0.0,208.8853503184713,0.0,208.8853503184713,4817.807592620827,2111053.514255222,DrDoS_DNS
17,227340,200,0,88000.0,0.0,440.0,0.0,879.7395970792646,0.0,1142.4120603015062,0.0,1142.4120603015062,879.7395970792646,387085.4227148764,DrDoS_DNS
17,32357,174,0,75984.0,0.0,436.6896551724138,0.0,5377.507185462188,0.0,187.0346820809249,0.0,187.0346820809249,5377.507185462188,2348301.7585066603,DrDoS_DNS
17,7,2,0,2498.0,0.0,1249.0,0.0,285714.2857142857,0.0,7.0,0.0,7.0,285714.2857142857,356857142.85714287,DrDoS_DNS
17,1,2,0,2812.0,0.0,1406.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,2812000000.0,DrDoS_DNS
17,12,2,0,1012.0,0.0,506.0,0.0,166666.66666666663,0.0,12.0,0.0,12.0,166666.66666666663,84333333.33333333,DrDoS_DNS
17,53845,200,0,88000.0,0.0,440.0,0.0,3714.365307828025,0.0,270.57788944723603,0.0,270.57788944723603,3714.365307828025,1634320.7354443308,DrDoS_DNS
17,64275,4,0,2996.0,0.0,749.0,0.0,62.232594321275776,0.0,21425.0,0.0,21425.0,62.232594321275776,46612.21314663555,DrDoS_DNS
17,42,2,0,1334.0,0.0,667.0,0.0,47619.04761904762,0.0,42.0,0.0,42.0,47619.04761904762,31761904.761904765,DrDoS_DNS
17,49,2,0,638.0,0.0,319.0,0.0,40816.32653061225,0.0,49.0,0.0,49.0,40816.32653061225,13020408.163265308,DrDoS_DNS
17,46,2,0,2852.0,0.0,1426.0,0.0,43478.260869565216,0.0,46.0,0.0,46.0,43478.260869565216,62000000.0,DrDoS_DNS
17,43,2,0,1046.0,0.0,523.0,0.0,46511.62790697674,0.0,43.0,0.0,43.0,46511.62790697674,24325581.39534884,DrDoS_DNS
17,9,2,0,504.0,0.0,252.0,0.0,222222.22222222228,0.0,9.0,0.0,9.0,222222.22222222228,56000000.0,DrDoS_DNS
17,118187,200,0,88000.0,0.0,440.0,0.0,1692.2334943775547,0.0,593.9045226130651,0.0,593.9045226130651,1692.2334943775547,744582.7375261239,DrDoS_DNS
17,7,2,0,280.0,0.0,140.0,0.0,285714.2857142857,0.0,7.0,0.0,7.0,285714.2857142857,40000000.0,DrDoS_DNS
17,210,2,0,1176.0,0.0,588.0,0.0,9523.809523809525,0.0,210.0,0.0,210.0,9523.809523809525,5600000.0,DrDoS_DNS
17,19938,200,0,88000.0,0.0,440.0,0.0,10031.096398836391,0.0,100.19095477386936,0.0,100.19095477386936,10031.096398836391,4413682.415488013,DrDoS_DNS
17,20676,2,2,72.0,224.0,36.0,112.0,96.73050880247631,96.73050880247631,1.0,1.0,6892.0,193.46101760495262,14316.115302766491,BENIGN
17,307921,170,0,74800.0,0.0,440.0,0.0,552.0896593606801,0.0,1822.01775147929,0.0,1822.01775147929,552.0896593606801,242919.4501186993,DrDoS_DNS
17,80,2,0,202.0,0.0,101.0,0.0,25000.0,0.0,80.0,0.0,80.0,25000.0,2525000.0,DrDoS_DNS
17,197,2,0,174.0,0.0,87.0,0.0,10152.284263959393,0.0,197.0,0.0,197.0,10152.284263959393,883248.730964467,DrDoS_DNS
17,47,2,0,1778.0,0.0,889.0,0.0,42553.191489361714,0.0,47.0,0.0,47.0,42553.191489361714,37829787.23404256,DrDoS_DNS
17,243,2,0,1008.0,0.0,504.0,0.0,8230.45267489712,0.0,243.0,0.0,243.0,8230.45267489712,4148148.1481481483,DrDoS_DNS
17,222533,200,0,87280.0,0.0,436.4,0.0,898.7431077637923,0.0,1118.2562814070354,0.0,1118.2562814070354,898.7431077637923,392211.4922281189,DrDoS_DNS
17,51,2,0,2692.0,0.0,1346.0,0.0,39215.68627450981,0.0,51.0,0.0,51.0,39215.68627450981,52784313.725490205,DrDoS_DNS
17,7328,48,0,21120.0,0.0,440.0,0.0,6550.218340611354,0.0,155.91489361702128,0.0,155.91489361702128,6550.218340611354,2882096.069868996,DrDoS_DNS
17,1,2,0,86.0,0.0,43.0,0.0,2000000.0,0.0,1.0,0.0,1.0,2000000.0,86000000.0,DrDoS_DNS
17,19989,200,0,88000.0,0.0,440.0,0.0,10005.503026664666,0.0,100.44723618090455,0.0,100.44723618090455,10005.503026664666,4402421.331732453,DrDoS_DNS
